338.41144	1499.00000
338.86591	1498.00000
339.32041	1501.00000
339.77495	1494.00000
340.22952	1503.00000
340.68412	1500.00000
341.13875	1500.00000
341.59342	1497.00000
342.04812	1499.00000
342.50285	1495.00000
342.95762	1500.00000
343.41242	1503.00000
343.86725	1503.00000
344.32212	1502.00000
344.77701	1502.00000
345.23195	1498.00000
345.68691	1502.00000
346.14191	1502.00000
346.59694	1507.00000
347.05200	1501.00000
347.50710	1500.00000
347.96223	1498.00000
348.41740	1502.00000
348.87259	1503.00000
349.32782	1501.00000
349.78309	1498.00000
350.23838	1500.00000
350.69371	1497.00000
351.14908	1500.00000
351.60448	1499.00000
352.05991	1500.00000
352.51537	1498.00000
352.97087	1501.00000
353.42640	1501.00000
353.88196	1498.00000
354.33756	1501.00000
354.79319	1500.00000
355.24885	1498.00000
355.70455	1503.00000
356.16028	1500.00000
356.61604	1496.00000
357.07184	1499.00000
357.52767	1501.00000
357.98353	1502.00000
358.43943	1499.00000
358.89536	1498.00000
359.35132	1500.00000
359.80732	1497.00000
360.26335	1504.00000
360.71942	1501.00000
361.17552	1495.00000
361.63165	1495.00000
362.08782	1502.00000
362.54402	1502.00000
363.00025	1498.00000
363.45652	1499.00000
363.91282	1502.00000
364.36915	1501.00000
364.82552	1502.00000
365.28192	1494.00000
365.73835	1499.00000
366.19482	1503.00000
366.65132	1498.00000
367.10786	1496.00000
367.56443	1498.00000
368.02103	1499.00000
368.47767	1502.00000
368.93434	1502.00000
369.39105	1498.00000
369.84778	1502.00000
370.30456	1505.00000
370.76136	1503.00000
371.21820	1499.00000
371.67508	1498.00000
372.13198	1498.00000
372.58892	1502.00000
373.04590	1503.00000
373.50291	1504.00000
373.95995	1504.00000
374.41703	1497.00000
374.87414	1501.00000
375.33128	1499.00000
375.78846	1500.00000
376.24568	1493.00000
376.70292	1501.00000
377.16020	1499.00000
377.61752	1500.00000
378.07487	1497.00000
378.53225	1497.00000
378.98967	1499.00000
379.44712	1499.00000
379.90460	1501.00000
380.36212	1501.00000
380.81967	1503.00000
381.27726	1503.00000
381.73488	1504.00000
382.19254	1500.00000
382.65023	1501.00000
383.10795	1498.00000
383.56571	1499.00000
384.02350	1498.00000
384.48133	1503.00000
384.93919	1499.00000
385.39708	1499.00000
385.85501	1499.00000
386.31297	1500.00000
386.77097	1499.00000
387.22900	1494.00000
387.68707	1501.00000
388.14517	1501.00000
388.60330	1499.00000
389.06147	1501.00000
389.51967	1498.00000
389.97791	1502.00000
390.43618	1498.00000
390.89449	1500.00000
391.35283	1498.00000
391.81120	1501.00000
392.26961	1501.00000
392.72805	1503.00000
393.18653	1502.00000
393.64504	1498.00000
394.10359	1504.00000
394.56217	1502.00000
395.02079	1498.00000
395.47944	1500.00000
395.93812	1499.00000
396.39684	1502.00000
396.85559	1503.00000
397.31438	1502.00000
397.77320	1499.00000
398.23206	1500.00000
398.69095	1501.00000
399.14988	1501.00000
399.60884	1495.00000
400.06784	1497.00000
400.52687	1502.00000
400.98593	1498.00000
